rel_id,person_id,actor_name,actor_born,movie_id,movie_title,movie_released,roles
1152921504606846977,1,Keanu Reeves,1964,0,The Matrix,1999,[Neo]
1152921504606846978,2,Carrie-Anne Moss,1967,0,The Matrix,1999,[Trinity]
1152921504606846979,3,Laurence Fishburne,1961,0,The Matrix,1999,[Morpheus]
1152921504606846980,4,Hugo Weaving,1960,0,The Matrix,1999,[Agent Smith]
1152921504606846984,8,Emil Eifrem,1978,0,The Matrix,1999,[Emil]
6917529027641081865,1,Keanu Reeves,1964,9,The Matrix Reloaded,2003,[Neo]
6919780827454767113,2,Carrie-Anne Moss,1967,9,The Matrix Reloaded,2003,[Trinity]
6922032627268452361,3,Laurence Fishburne,1961,9,The Matrix Reloaded,2003,[Morpheus]
6924284427082137609,4,Hugo Weaving,1960,9,The Matrix Reloaded,2003,[Agent Smith]
6917529027641081866,1,Keanu Reeves,1964,10,The Matrix Revolutions,2003,[Neo]
6919780827454767114,2,Carrie-Anne Moss,1967,10,The Matrix Revolutions,2003,[Trinity]
6922032627268452362,3,Laurence Fishburne,1961,10,The Matrix Revolutions,2003,[Morpheus]
6924284427082137610,4,Hugo Weaving,1960,10,The Matrix Revolutions,2003,[Agent Smith]
6917529027641081867,1,Keanu Reeves,1964,11,The Devil's Advocate,1997,[Kevin Lomax]
6919780827454767115,12,Charlize Theron,1975,11,The Devil's Advocate,1997,[Mary Ann Lomax]
6922032627268452363,13,Al Pacino,1940,11,The Devil's Advocate,1997,[John Milton]
1152921504606846992,16,Tom Cruise,1962,15,A Few Good Men,1992,[Lt. Daniel Kaffee]
1152921504606846993,17,Jack Nicholson,1937,15,A Few Good Men,1992,[Col. Nathan R. Jessup]
1152921504606846994,18,Demi Moore,1962,15,A Few Good Men,1992,[Lt. Cdr. JoAnne Galloway]
1152921504606846995,19,Kevin Bacon,1958,15,A Few Good Men,1992,[Capt. Jack Ross]
1152921504606846996,20,Kiefer Sutherland,1966,15,A Few Good Men,1992,[Lt. Jonathan Kendrick]
1152921504606846997,21,Noah Wyle,1971,15,A Few Good Men,1992,[Cpl. Jeffrey Barnes]
1152921504606846998,22,Cuba Gooding Jr.,1968,15,A Few Good Men,1992,[Cpl. Carl Hammaker]
1152921504606846999,23,Kevin Pollak,1957,15,A Few Good Men,1992,[Lt. Sam Weinberg]
1152921504606847000,24,J.T. Walsh,1943,15,A Few Good Men,1992,[Lt. Col. Matthew Andrew Markinson]
1152921504606847001,25,James Marshall,1967,15,A Few Good Men,1992,[Pfc. Louden Downey]
1152921504606847002,26,Christopher Guest,1948,15,A Few Good Men,1992,[Dr. Stone]
1152921504606847004,28,Aaron Sorkin,1961,15,A Few Good Men,1992,[Man in Bar]
6917529027641081885,16,Tom Cruise,1962,29,Top Gun,1986,[Maverick]
6919780827454767133,30,Kelly McGillis,1957,29,Top Gun,1986,[Charlie]
6922032627268452381,31,Val Kilmer,1959,29,Top Gun,1986,[Iceman]
6924284427082137629,32,Anthony Edwards,1962,29,Top Gun,1986,[Goose]
6926536226895822877,33,Tom Skerritt,1933,29,Top Gun,1986,[Viper]
6928788026709508125,34,Meg Ryan,1961,29,Top Gun,1986,[Carole]
6917529027641081893,16,Tom Cruise,1962,37,Jerry Maguire,2000,[Jerry Maguire]
6919780827454767141,22,Cuba Gooding Jr.,1968,37,Jerry Maguire,2000,[Rod Tidwell]
6922032627268452389,38,Renee Zellweger,1969,37,Jerry Maguire,2000,[Dorothy Boyd]
6924284427082137637,39,Kelly Preston,1962,37,Jerry Maguire,2000,[Avery Bishop]
6926536226895822885,40,Jerry O'Connell,1974,37,Jerry Maguire,2000,[Frank Cushman]
6928788026709508133,41,Jay Mohr,1970,37,Jerry Maguire,2000,[Bob Sugar]
6931039826523193381,42,Bonnie Hunt,1961,37,Jerry Maguire,2000,[Laurel Boyd]
6933291626336878629,43,Regina King,1971,37,Jerry Maguire,2000,[Marcee Tidwell]
6935543426150563877,44,Jonathan Lipnicki,1996,37,Jerry Maguire,2000,[Ray Boyd]
6924284427082137646,20,Kiefer Sutherland,1966,46,Stand By Me,1986,[Ace Merrill]
6917529027641081902,40,Jerry O'Connell,1974,46,Stand By Me,1986,[Vern Tessio]
1152921504606847023,47,River Phoenix,1970,46,Stand By Me,1986,[Chris Chambers]
6919780827454767150,48,Corey Feldman,1971,46,Stand By Me,1986,[Teddy Duchamp]
1152921504606847025,49,Wil Wheaton,1972,46,Stand By Me,1986,[Gordie Lachance]
6922032627268452398,50,John Cusack,1966,46,Stand By Me,1986,[Denny Lachance]
6926536226895822894,51,Marshall Bell,1942,46,Stand By Me,1986,[Mr. Lachance]
6917529027641081908,17,Jack Nicholson,1937,52,As Good as It Gets,1997,[Melvin Udall]
6924284427082137652,22,Cuba Gooding Jr.,1968,52,As Good as It Gets,1997,[Frank Sachs]
6919780827454767156,53,Helen Hunt,1963,52,As Good as It Gets,1997,[Carol Connelly]
6922032627268452404,54,Greg Kinnear,1963,52,As Good as It Gets,1997,[Simon Bishop]
6917529027641081912,22,Cuba Gooding Jr.,1968,56,What Dreams May Come,1998,[Albert Lewis]
6919780827454767160,57,Annabella Sciorra,1960,56,What Dreams May Come,1998,[Annie Collins-Nielsen]
6922032627268452408,58,Max von Sydow,1929,56,What Dreams May Come,1998,[The Tracker]
6924284427082137656,59,Werner Herzog,1942,56,What Dreams May Come,1998,[The Face]
1152921504606847036,60,Robin Williams,1951,56,What Dreams May Come,1998,[Chris Nielsen]
6917529027641081918,58,Max von Sydow,1929,62,Snow Falling on Cedars,1999,[Nels Gudmundsson]
1152921504606847039,63,Ethan Hawke,1970,62,Snow Falling on Cedars,1999,[Ishmael Chambers]
1152921504606847040,64,Rick Yune,1971,62,Snow Falling on Cedars,1999,[Kazuo Miyamoto]
6919780827454767166,65,James Cromwell,1940,62,Snow Falling on Cedars,1999,[Judge Fielding]
6917529027641081923,34,Meg Ryan,1961,67,You've Got Mail,1998,[Kathleen Kelly]
6919780827454767171,54,Greg Kinnear,1963,67,You've Got Mail,1998,[Frank Navasky]
1152921504606847044,68,Tom Hanks,1956,67,You've Got Mail,1998,[Joe Fox]
6922032627268452419,69,Parker Posey,1968,67,You've Got Mail,1998,[Patricia Eden]
6924284427082137667,70,Dave Chappelle,1973,67,You've Got Mail,1998,[Kevin Jackson]
6926536226895822915,71,Steve Zahn,1967,67,You've Got Mail,1998,[George Pappas]
6919780827454767177,34,Meg Ryan,1961,73,Sleepless in Seattle,1993,[Annie Reed]
6917529027641081929,68,Tom Hanks,1956,73,Sleepless in Seattle,1993,[Sam Baldwin]
6922032627268452425,74,Rita Wilson,1956,73,Sleepless in Seattle,1993,[Suzy]
6924284427082137673,75,Bill Pullman,1953,73,Sleepless in Seattle,1993,[Walter]
6926536226895822921,76,Victor Garber,1949,73,Sleepless in Seattle,1993,[Greg]
6928788026709508169,77,Rosie O'Donnell,1962,73,Sleepless in Seattle,1993,[Becky]
6919780827454767182,34,Meg Ryan,1961,78,Joe Versus the Volcano,1990,"[DeDe, Angelica Graynamore, Patricia Graynamore]"
6917529027641081934,68,Tom Hanks,1956,78,Joe Versus the Volcano,1990,[Joe Banks]
6922032627268452430,80,Nathan Lane,1956,78,Joe Versus the Volcano,1990,[Baw]
6917529027641081937,34,Meg Ryan,1961,81,When Harry Met Sally,1998,[Sally Albright]
1152921504606847058,82,Billy Crystal,1948,81,When Harry Met Sally,1998,[Harry Burns]
6919780827454767185,83,Carrie Fisher,1956,81,When Harry Met Sally,1998,[Marie]
6922032627268452433,84,Bruno Kirby,1949,81,When Harry Met Sally,1998,[Jess]
6922032627268452437,12,Charlize Theron,1975,85,That Thing You Do,1996,[Tina]
6917529027641081941,68,Tom Hanks,1956,85,That Thing You Do,1996,[Mr. White]
6919780827454767189,86,Liv Tyler,1977,85,That Thing You Do,1996,[Faye Dolan]
6917529027641081943,1,Keanu Reeves,1964,87,The Replacements,2000,[Shane Falco]
6919780827454767191,88,Brooke Langton,1970,87,The Replacements,2000,[Annabelle Farrell]
6922032627268452439,89,Gene Hackman,1930,87,The Replacements,2000,[Jimmy McGinty]
6924284427082137687,90,Orlando Jones,1968,87,The Replacements,2000,[Clifford Franklin]
6917529027641081948,51,Marshall Bell,1942,92,RescueDawn,2006,[Admiral]
6924284427082137692,71,Steve Zahn,1967,92,RescueDawn,2006,[Duane]
6919780827454767196,93,Christian Bale,1974,92,RescueDawn,2006,[Dieter Dengler]
6922032627268452444,94,Zach Grenier,1954,92,RescueDawn,2006,[Squad Leader]
6917529027641081951,60,Robin Williams,1951,95,The Birdcage,1996,[Armand Goldman]
6919780827454767199,80,Nathan Lane,1956,95,The Birdcage,1996,[Albert Goldman]
6922032627268452447,89,Gene Hackman,1930,95,The Birdcage,1996,[Sen. Kevin Keeley]
6917529027641081953,89,Gene Hackman,1930,97,Unforgiven,1992,[Little Bill Daggett]
1152921504606847074,98,Richard Harris,1930,97,Unforgiven,1992,[English Bob]
1152921504606847075,99,Clint Eastwood,1930,97,Unforgiven,1992,[Bill Munny]
6917529027641081956,1,Keanu Reeves,1964,100,Johnny Mnemonic,1995,[Johnny Mnemonic]
6919780827454767204,101,Takeshi Kitano,1947,100,Johnny Mnemonic,1995,[Takahashi]
6922032627268452452,102,Dina Meyer,1968,100,Johnny Mnemonic,1995,[Jane]
6924284427082137700,103,Ice-T,1958,100,Johnny Mnemonic,1995,[J-Bone]
6919780827454767209,4,Hugo Weaving,1960,105,Cloud Atlas,2012,"[Bill Smoke, Haskell Moore, Tadeusz Kesselring, Nurse Noakes, Boardman Mephi, Old Georgie]"
6917529027641081961,68,Tom Hanks,1956,105,Cloud Atlas,2012,"[Zachry, Dr. Henry Goose, Isaac Sachs, Dermot Hoggins]"
6922032627268452457,106,Halle Berry,1966,105,Cloud Atlas,2012,"[Luisa Rey, Jocasta Ayrs, Ovid, Meronym]"
6924284427082137705,107,Jim Broadbent,1949,105,Cloud Atlas,2012,"[Vyvyan Ayrs, Captain Molyneux, Timothy Cavendish]"
6917529027641081967,68,Tom Hanks,1956,111,The Da Vinci Code,2006,[Dr. Robert Langdon]
6919780827454767215,112,Ian McKellen,1939,111,The Da Vinci Code,2006,[Sir Leight Teabing]
6922032627268452463,113,Audrey Tautou,1976,111,The Da Vinci Code,2006,[Sophie Neveu]
6924284427082137711,114,Paul Bettany,1971,111,The Da Vinci Code,2006,[Silas]
6917529027641081972,4,Hugo Weaving,1960,116,V for Vendetta,2006,[V]
6919780827454767220,117,Natalie Portman,1981,116,V for Vendetta,2006,[Evey Hammond]
6922032627268452468,118,Stephen Rea,1946,116,V for Vendetta,2006,[Eric Finch]
6924284427082137716,119,John Hurt,1940,116,V for Vendetta,2006,[High Chancellor Adam Sutler]
6926536226895822964,120,Ben Miles,1967,116,V for Vendetta,2006,[Dascomb]
6917529027641081977,120,Ben Miles,1967,121,Speed Racer,2008,[Cass Jones]
1152921504606847098,122,Emile Hirsch,1985,121,Speed Racer,2008,[Speed Racer]
1152921504606847099,123,John Goodman,1960,121,Speed Racer,2008,[Pops]
1152921504606847100,124,Susan Sarandon,1946,121,Speed Racer,2008,[Mom]
1152921504606847101,125,Matthew Fox,1966,121,Speed Racer,2008,[Racer X]
1152921504606847102,126,Christina Ricci,1980,121,Speed Racer,2008,[Trixie]
1152921504606847103,127,Rain,1982,121,Speed Racer,2008,[Taejo Togokahn]
6922032627268452480,64,Rick Yune,1971,128,Ninja Assassin,2009,[Takeshi]
6924284427082137728,120,Ben Miles,1967,128,Ninja Assassin,2009,[Ryan Maslow]
6917529027641081984,127,Rain,1982,128,Ninja Assassin,2009,[Raizo]
6919780827454767232,129,Naomie Harris,null,128,Ninja Assassin,2009,[Mika Coretti]
6924284427082137730,42,Bonnie Hunt,1961,130,The Green Mile,1999,[Jan Edgecomb]
6926536226895822978,65,James Cromwell,1940,130,The Green Mile,1999,[Warden Hal Moores]
6917529027641081986,68,Tom Hanks,1956,130,The Green Mile,1999,[Paul Edgecomb]
6919780827454767234,131,Michael Clarke Duncan,1957,130,The Green Mile,1999,[John Coffey]
6922032627268452482,132,David Morse,1953,130,The Green Mile,1999,"[Brutus ""Brutal"" Howell]"
6928788026709508226,133,Sam Rockwell,1968,130,The Green Mile,1999,"[""Wild Bill"" Wharton]"
6931039826523193474,134,Gary Sinise,1955,130,The Green Mile,1999,[Burt Hammersmith]
6933291626336878722,135,Patricia Clarkson,1959,130,The Green Mile,1999,[Melinda Moores]
6917529027641081993,19,Kevin Bacon,1958,137,Frost/Nixon,2008,[Jack Brennan]
6922032627268452489,133,Sam Rockwell,1968,137,Frost/Nixon,2008,"[James Reston, Jr.]"
1152921504606847114,138,Frank Langella,1938,137,Frost/Nixon,2008,[Richard Nixon]
1152921504606847115,139,Michael Sheen,1969,137,Frost/Nixon,2008,[David Frost]
6919780827454767241,140,Oliver Platt,1960,137,Frost/Nixon,2008,[Bob Zelnick]
6917529027641081997,17,Jack Nicholson,1937,141,Hoffa,1992,[Hoffa]
6922032627268452493,24,J.T. Walsh,1943,141,Hoffa,1992,[Frank Fitzsimmons]
6919780827454767245,142,Danny DeVito,1944,141,Hoffa,1992,"[Robert ""Bobby"" Ciaro]"
6924284427082137741,143,John C. Reilly,1965,141,Hoffa,1992,"[Peter ""Pete"" Connelly]"
6919780827454767248,19,Kevin Bacon,1958,144,Apollo 13,1995,[Jack Swigert]
6917529027641082000,68,Tom Hanks,1956,144,Apollo 13,1995,[Jim Lovell]
6926536226895822992,134,Gary Sinise,1955,144,Apollo 13,1995,[Ken Mattingly]
6922032627268452496,145,Ed Harris,1950,144,Apollo 13,1995,[Gene Kranz]
6924284427082137744,146,Bill Paxton,1955,144,Apollo 13,1995,[Fred Haise]
6919780827454767251,53,Helen Hunt,1963,147,Twister,1996,[Dr. Jo Harding]
6922032627268452499,94,Zach Grenier,1954,147,Twister,1996,[Eddie]
6917529027641082003,146,Bill Paxton,1955,147,Twister,1996,[Bill Harding]
6924284427082137747,148,Philip Seymour Hoffman,1967,147,Twister,1996,"[Dustin ""Dusty"" Davis]"
6919780827454767254,53,Helen Hunt,1963,150,Cast Away,2000,[Kelly Frears]
6917529027641082006,68,Tom Hanks,1956,150,Cast Away,2000,[Chuck Noland]
6917529027641082008,17,Jack Nicholson,1937,152,One Flew Over the Cuckoo's Nest,1975,[Randle McMurphy]
6919780827454767256,142,Danny DeVito,1944,152,One Flew Over the Cuckoo's Nest,1975,[Martini]
6922032627268452506,1,Keanu Reeves,1964,154,Something's Gotta Give,2003,[Julian Mercer]
6917529027641082010,17,Jack Nicholson,1937,154,Something's Gotta Give,2003,[Harry Sanborn]
6919780827454767258,155,Diane Keaton,1946,154,Something's Gotta Give,2003,[Erica Barry]
6917529027641082013,60,Robin Williams,1951,157,Bicentennial Man,1999,[Andrew Marin]
6919780827454767261,140,Oliver Platt,1960,157,Bicentennial Man,1999,[Rupert Burns]
6917529027641082015,68,Tom Hanks,1956,159,Charlie Wilson's War,2007,[Rep. Charlie Wilson]
6922032627268452511,148,Philip Seymour Hoffman,1967,159,Charlie Wilson's War,2007,[Gust Avrakotos]
6919780827454767263,160,Julia Roberts,1967,159,Charlie Wilson's War,2007,[Joanne Herring]
6917529027641082017,68,Tom Hanks,1956,161,The Polar Express,2004,"[Hero Boy, Father, Conductor, Hobo, Scrooge, Santa Claus]"
6917529027641082018,68,Tom Hanks,1956,162,A League of Their Own,1992,[Jimmy Dugan]
6924284427082137762,77,Rosie O'Donnell,1962,162,A League of Their Own,1992,[Doris Murphy]
6928788026709508258,146,Bill Paxton,1955,162,A League of Their Own,1992,[Bob Hinson]
6926536226895823010,163,Madonna,1954,162,A League of Their Own,1992,"[""All the Way"" Mae Mordabito]"
6919780827454767266,164,Geena Davis,1956,162,A League of Their Own,1992,[Dottie Hinson]
6922032627268452514,165,Lori Petty,1963,162,A League of Their Own,1992,[Kit Keller]
1155173304420532323,99,Clint Eastwood,1930,171,The Bridges of Madison County,1995,null
1152921504606847148,172,Meryl Streep,1949,171,The Bridges of Madison County,1995,null
1152921504606847149,173,Annie Corlay,1960,171,The Bridges of Madison County,1995,null